div_dpto;dpto;div_mun;municipio;PDET;CATEGORIA
25;Cundinamarca;25885;Yacopí;N/A;6
25;Cundinamarca;25898;Zipacón;N/A;6
25;Cundinamarca;25899;Zipaquirá;N/A;2
27;Chocó;27001;Quibdó;N/A;3
27;Chocó;27006;Acandí;PDET;6
27;Chocó;27025;Alto Baudó;N/A;6
27;Chocó;27050;Atrato;N/A;6
27;Chocó;27073;Bagadó;N/A;6
27;Chocó;27075;Bahía Solano;N/A;6
27;Chocó;27077;Bajo Baudó;N/A;6
27;Chocó;27099;Bojayá;PDET;6
27;Chocó;27135;El Cantón del San Pablo;N/A;6
27;Chocó;27150;Carmen del Darién;PDET;6
27;Chocó;27160;Cértegui;N/A;6
27;Chocó;27205;Condoto;PDET;6
27;Chocó;27245;El Carmen de Atrato;N/A;6
27;Chocó;27250;El Litoral del San Juan;PDET;6
27;Chocó;27361;Istmina;PDET;6
27;Chocó;27372;Juradó;N/A;6
27;Chocó;27413;Lloró;N/A;6
27;Chocó;27425;Medio Atrato;PDET;6
27;Chocó;27430;Medio Baudó;N/A;6
27;Chocó;27450;Medio San Juan;PDET;6
27;Chocó;27491;Nóvita;PDET;6
27;Chocó;27495;Nuquí;N/A;6
27;Chocó;27580;Río Iró;N/A;6
27;Chocó;27600;Río Quito;N/A;6
27;Chocó;27615;Riosucio;PDET;6
27;Chocó;27660;San José del Palmar;N/A;6
27;Chocó;27745;Sipí;PDET;6
27;Chocó;27787;Tadó;N/A;6
27;Chocó;27800;Unguía;PDET;6
27;Chocó;27810;Unión Panamericana;N/A;6
41;Huila;41001;Neiva;N/A;1
41;Huila;41006;Acevedo;N/A;6
41;Huila;41013;Agrado;N/A;6
41;Huila;41016;Aipe;N/A;6
41;Huila;41020;Algeciras;PDET;6
41;Huila;41026;Altamira;N/A;6
41;Huila;41078;Baraya;N/A;6
41;Huila;41132;Campoalegre;N/A;6
41;Huila;41206;Colombia;N/A;6
41;Huila;41244;Elías;N/A;6
41;Huila;41298;Garzón;N/A;6
41;Huila;41306;Gigante;N/A;6
41;Huila;41319;Guadalupe;N/A;6
41;Huila;41349;Hobo;N/A;6
41;Huila;41357;Íquira;N/A;6
41;Huila;41359;Isnos;N/A;6
41;Huila;41378;La Argentina;N/A;6
41;Huila;41396;La Plata;N/A;6
41;Huila;41483;Nátaga;N/A;6
41;Huila;41503;Oporapa;N/A;6
41;Huila;41518;Paicol;N/A;6
41;Huila;41524;Palermo;N/A;6
41;Huila;41530;Palestina;N/A;6
41;Huila;41548;Pital;N/A;6
41;Huila;41551;Pitalito;N/A;3
41;Huila;41615;Rivera;N/A;6
41;Huila;41660;Saladoblanco;N/A;6
41;Huila;41668;San Agustín;N/A;6
41;Huila;41676;Santa María;N/A;6
41;Huila;41770;Suaza;N/A;6
41;Huila;41791;Tarqui;N/A;6
41;Huila;41797;Tesalia;N/A;6
41;Huila;41799;Tello;N/A;6
41;Huila;41801;Teruel;N/A;6
41;Huila;41807;Timaná;N/A;6
41;Huila;41872;Villavieja;N/A;6
41;Huila;41885;Yaguará;N/A;6
44;La Guajira;44001;Riohacha;N/A;3
44;La Guajira;44035;Albania;N/A;5
44;La Guajira;44078;Barrancas;N/A;6
44;La Guajira;44090;Dibulla;PDET;6
44;La Guajira;44098;Distracción;N/A;6
44;La Guajira;44110;El Molino;N/A;6
44;La Guajira;44279;Fonseca;PDET;6
44;La Guajira;44378;Hatonuevo;N/A;6
44;La Guajira;44420;La Jagua del Pilar;N/A;6
44;La Guajira;44430;Maicao;N/A;4
44;La Guajira;44560;Manaure;N/A;4
44;La Guajira;44650;San Juan del Cesar;PDET;6
44;La Guajira;44847;Uribia;N/A;4
44;La Guajira;44855;Urumita;N/A;6
44;La Guajira;44874;Villanueva;N/A;6
47;Magdalena;47001;Santa Marta;PDET;1
47;Magdalena;47030;Algarrobo;N/A;6
47;Magdalena;47053;Aracataca;PDET;6
47;Magdalena;47058;Ariguaní;N/A;6
47;Magdalena;47161;Cerro de San Antonio;N/A;6
47;Magdalena;47170;Chibolo;N/A;6
47;Magdalena;47189;Ciénaga;PDET;5
47;Magdalena;47205;Concordia;N/A;6
47;Magdalena;47245;El Banco;N/A;6
47;Magdalena;47258;El Piñón;N/A;6
47;Magdalena;47268;El Retén;N/A;6
47;Magdalena;47288;Fundación;PDET;6
47;Magdalena;47318;Guamal;N/A;6
47;Magdalena;47460;Nueva Granada;N/A;6
47;Magdalena;47541;Pedraza;N/A;6
47;Magdalena;47545;Pijiño del Carmen;N/A;6
47;Magdalena;47551;Pivijay;N/A;6
47;Magdalena;47555;Plato;N/A;6
47;Magdalena;47570;Puebloviejo;N/A;6
47;Magdalena;47605;Remolino;N/A;6
47;Magdalena;47660;Sabanas de San Ángel;N/A;6
47;Magdalena;47675;Salamina;N/A;6
47;Magdalena;47692;San Sebastián de Buenavista;N/A;6
47;Magdalena;47703;San Zenón;N/A;6
47;Magdalena;47707;Santa Ana;N/A;6
47;Magdalena;47720;Santa Bárbara de Pinto;N/A;6
47;Magdalena;47745;Sitionuevo;N/A;6
47;Magdalena;47798;Tenerife;N/A;6
47;Magdalena;47960;Zapayán;N/A;6
47;Magdalena;47980;Zona Bananera;N/A;6
50;Meta;50001;Villavicencio;N/A;1
50;Meta;50006;Acacías;N/A;3
50;Meta;50110;Barranca de Upía;N/A;6
50;Meta;50124;Cabuyaro;N/A;6
50;Meta;50150;Castilla la Nueva;N/A;6
50;Meta;50223;Cubarral;N/A;6
50;Meta;50226;Cumaral;N/A;6
50;Meta;50245;El Calvario;N/A;6
50;Meta;50251;El Castillo;N/A;6
50;Meta;50270;El Dorado;N/A;6
50;Meta;50287;Fuente de Oro;N/A;6
50;Meta;50313;Granada;N/A;5
50;Meta;50318;Guamal;N/A;6
50;Meta;50325;Mapiripán;PDET;6
50;Meta;50330;Mesetas;PDET;6
50;Meta;50350;La Macarena;PDET;6
50;Meta;50370;Uribe;PDET;6
50;Meta;50400;Lejanías;N/A;6
50;Meta;50450;Puerto Concordia;PDET;6
50;Meta;50568;Puerto Gaitán;N/A;3
50;Meta;50573;Puerto López;N/A;5
50;Meta;50577;Puerto Lleras;PDET;6
50;Meta;50590;Puerto Rico;PDET;6
50;Meta;50606;Restrepo;N/A;6
50;Meta;50680;San Carlos de Guaroa;N/A;6
50;Meta;50683;San Juan de Arama;N/A;6
50;Meta;50686;San Juanito;N/A;6
50;Meta;50689;San Martín;N/A;6
50;Meta;50711;Vistahermosa;PDET;6
52;Nariño;52001;Pasto;N/A;1
52;Nariño;52019;Albán;N/A;6
52;Nariño;52022;Aldana;N/A;6
52;Nariño;52036;Ancuya;N/A;6
52;Nariño;52051;Arboleda;N/A;6
52;Nariño;52079;Barbacoas;PDET;6
52;Nariño;52083;Belén;N/A;6
52;Nariño;52110;Buesaco;N/A;6
52;Nariño;52203;Colón;N/A;6
52;Nariño;52207;Consacá;N/A;6
52;Nariño;52210;Contadero;N/A;6
52;Nariño;52215;Córdoba;N/A;6
52;Nariño;52224;Cuaspud Carlosama;N/A;6
52;Nariño;52227;Cumbal;N/A;6
52;Nariño;52233;Cumbitara;PDET;6
52;Nariño;52240;Chachagüí;N/A;6
52;Nariño;52250;El Charco;PDET;6
52;Nariño;52254;El Peñol;N/A;6
52;Nariño;52256;El Rosario;PDET;6
52;Nariño;52258;El Tablón de Gómez;N/A;6
52;Nariño;52260;El Tambo;N/A;6
52;Nariño;52287;Funes;N/A;6
52;Nariño;52317;Guachucal;N/A;6
52;Nariño;52320;Guaitarilla;N/A;6
52;Nariño;52323;Gualmatán;N/A;6
52;Nariño;52352;Iles;N/A;6
52;Nariño;52354;Imués;N/A;6
52;Nariño;52356;Ipiales;N/A;4
52;Nariño;52378;La Cruz;N/A;6
52;Nariño;52381;La Florida;N/A;6
52;Nariño;52385;La Llanada;N/A;6
52;Nariño;52390;La Tola;PDET;6
52;Nariño;52399;La Unión;N/A;6
52;Nariño;52405;Leiva;PDET;6
52;Nariño;52411;Linares;N/A;6
52;Nariño;52418;Los Andes;PDET;6
52;Nariño;52427;Magüí;PDET;6
52;Nariño;52435;Mallama;N/A;6
52;Nariño;52473;Mosquera;PDET;6
52;Nariño;52480;Nariño;N/A;6
52;Nariño;52490;Olaya Herrera;PDET;6
52;Nariño;52506;Ospina;N/A;6
52;Nariño;52520;Francisco Pizarro;PDET;6
52;Nariño;52540;Policarpa;PDET;6
52;Nariño;52560;Potosí;N/A;6
52;Nariño;52565;Providencia;N/A;6
52;Nariño;52573;Puerres;N/A;6
52;Nariño;52585;Pupiales;N/A;6
52;Nariño;52612;Ricaurte;PDET;6
52;Nariño;52621;Roberto Payán;PDET;6
52;Nariño;52678;Samaniego;N/A;6
52;Nariño;52683;Sandoná;N/A;6
52;Nariño;52685;San Bernardo;N/A;6
52;Nariño;52687;San Lorenzo;N/A;6
52;Nariño;52693;San Pablo;N/A;6
52;Nariño;52694;San Pedro de Cartago;N/A;6
52;Nariño;52696;Santa Bárbara;PDET;6
52;Nariño;52699;Santacruz;N/A;6
52;Nariño;52720;Sapuyes;N/A;6
52;Nariño;52786;Taminango;N/A;6
52;Nariño;52788;Tangua;N/A;6
52;Nariño;52835;San Andrés de Tumaco;PDET;4
52;Nariño;52838;Túquerres;N/A;6
52;Nariño;52885;Yacuanquer;N/A;6
54;Norte de Santander;54001;San José de Cúcuta;N/A;1
54;Norte de Santander;54003;Ábrego;N/A;6
54;Norte de Santander;54051;Arboledas;N/A;6
54;Norte de Santander;54099;Bochalema;N/A;6
54;Norte de Santander;54109;Bucarasica;N/A;6
54;Norte de Santander;54125;Cácota;N/A;6
54;Norte de Santander;54128;Cáchira;N/A;6
54;Norte de Santander;54172;Chinácota;N/A;6
54;Norte de Santander;54174;Chitagá;N/A;6
54;Norte de Santander;54206;Convención;PDET;6
54;Norte de Santander;54223;Cucutilla;N/A;6
54;Norte de Santander;54239;Durania;N/A;6
54;Norte de Santander;54245;El Carmen;PDET;6
54;Norte de Santander;54250;El Tarra;PDET;6
54;Norte de Santander;54261;El Zulia;N/A;6
54;Norte de Santander;54313;Gramalote;N/A;6
54;Norte de Santander;54344;Hacarí;PDET;6
54;Norte de Santander;54347;Herrán;N/A;6
54;Norte de Santander;54377;Labateca;N/A;6
54;Norte de Santander;54385;La Esperanza;N/A;6
54;Norte de Santander;54398;La Playa;N/A;6
54;Norte de Santander;54405;Los Patios;N/A;4
54;Norte de Santander;54418;Lourdes;N/A;6
54;Norte de Santander;54480;Mutiscua;N/A;6
54;Norte de Santander;54498;Ocaña;N/A;5
54;Norte de Santander;54518;Pamplona;N/A;6
54;Norte de Santander;54520;Pamplonita;N/A;6
54;Norte de Santander;54553;Puerto Santander;N/A;6
54;Norte de Santander;54599;Ragonvalia;N/A;6
54;Norte de Santander;54660;Salazar;N/A;6
54;Norte de Santander;54670;San Calixto;PDET;6
54;Norte de Santander;54673;San Cayetano;N/A;6
54;Norte de Santander;54680;Santiago;N/A;6
54;Norte de Santander;54720;Sardinata;PDET;6
54;Norte de Santander;54743;Silos;N/A;6
54;Norte de Santander;54800;Teorama;PDET;6
54;Norte de Santander;54810;Tibú;PDET;6
54;Norte de Santander;54820;Toledo;N/A;6
54;Norte de Santander;54871;Villa Caro;N/A;6
54;Norte de Santander;54874;Villa del Rosario;N/A;4
63;Quindio;63001;Armenia;N/A;1
63;Quindio;63111;Buenavista;N/A;6
63;Quindio;63130;Calarcá;N/A;5
63;Quindio;63190;Circasia;N/A;6
63;Quindio;63212;Córdoba;N/A;6
63;Quindio;63272;Filandia;N/A;6
63;Quindio;63302;Génova;N/A;6
63;Quindio;63401;La Tebaida;N/A;6
63;Quindio;63470;Montenegro;N/A;6
63;Quindio;63548;Pijao;N/A;6
63;Quindio;63594;Quimbaya;N/A;6
63;Quindio;63690;Salento;N/A;6
66;Risaralda;66001;Pereira;N/A;1
66;Risaralda;66045;Apía;N/A;6
66;Risaralda;66075;Balboa;N/A;6
66;Risaralda;66088;Belén de Umbría;N/A;6
66;Risaralda;66170;Dosquebradas;N/A;2
66;Risaralda;66318;Guática;N/A;6
66;Risaralda;66383;La Celia;N/A;6
66;Risaralda;66400;La Virginia;N/A;6
66;Risaralda;66440;Marsella;N/A;6
66;Risaralda;66456;Mistrató;N/A;6
66;Risaralda;66572;Pueblo Rico;N/A;6
66;Risaralda;66594;Quinchía;N/A;6
66;Risaralda;66682;Santa Rosa de Cabal;N/A;5
66;Risaralda;66687;Santuario;N/A;6
68;Santander;68001;Bucaramanga;N/A;ESP
68;Santander;68013;Aguada;N/A;6
68;Santander;68020;Albania;N/A;6
68;Santander;68051;Aratoca;N/A;6
68;Santander;68077;Barbosa;N/A;6
68;Santander;68079;Barichara;N/A;6
68;Santander;68081;Barrancabermeja;N/A;1
68;Santander;68092;Betulia;N/A;6
68;Santander;68101;Bolívar;N/A;6
68;Santander;68121;Cabrera;N/A;6
68;Santander;68132;California;N/A;6
68;Santander;68147;Capitanejo;N/A;6
68;Santander;68152;Carcasí;N/A;6
68;Santander;68160;Cepitá;N/A;6
68;Santander;68162;Cerrito;N/A;6
68;Santander;68167;Charalá;N/A;6
68;Santander;68169;Charta;N/A;6
68;Santander;68176;Chimá;N/A;6
68;Santander;68179;Chipatá;N/A;6
68;Santander;68190;Cimitarra;N/A;6
68;Santander;68207;Concepción;N/A;6
68;Santander;68209;Confines;N/A;6
68;Santander;68211;Contratación;N/A;6
68;Santander;68217;Coromoro;N/A;6
68;Santander;68229;Curití;N/A;6
68;Santander;68235;El Carmen de Chucurí;N/A;6
68;Santander;68245;El Guacamayo;N/A;6
68;Santander;68250;El Peñón;N/A;6
68;Santander;68255;El Playón;N/A;6
68;Santander;68264;Encino;N/A;6
68;Santander;68266;Enciso;N/A;6
68;Santander;68271;Florián;N/A;6
68;Santander;68276;Floridablanca;N/A;1
68;Santander;68296;Galán;N/A;6
68;Santander;68298;Gámbita;N/A;6
68;Santander;68307;Girón;N/A;2
68;Santander;68318;Guaca;N/A;6
68;Santander;68320;Guadalupe;N/A;6
68;Santander;68322;Guapotá;N/A;6
68;Santander;68324;Guavatá;N/A;6
68;Santander;68327;Güepsa;N/A;6
68;Santander;68344;Hato;N/A;6
68;Santander;68368;Jesús María;N/A;6
68;Santander;68370;Jordán;N/A;6
68;Santander;68377;La Belleza;N/A;6
68;Santander;68385;Landázuri;N/A;6
68;Santander;68397;La Paz;N/A;6
68;Santander;68406;Lebrija;N/A;5
68;Santander;68418;Los Santos;N/A;6
68;Santander;68425;Macaravita;N/A;6
68;Santander;68432;Málaga;N/A;6
68;Santander;68444;Matanza;N/A;6
68;Santander;68464;Mogotes;N/A;6
68;Santander;68468;Molagavita;N/A;6
68;Santander;68498;Ocamonte;N/A;6
68;Santander;68500;Oiba;N/A;6
68;Santander;68502;Onzaga;N/A;6
68;Santander;68522;Palmar;N/A;6
68;Santander;68524;Palmas del Socorro;N/A;6
68;Santander;68533;Páramo;N/A;6
68;Santander;68547;Piedecuesta;N/A;2
68;Santander;68549;Pinchote;N/A;6
68;Santander;68572;Puente Nacional;N/A;6
68;Santander;68573;Puerto Parra;N/A;6
68;Santander;68575;Puerto Wilches;N/A;6
68;Santander;68615;Rionegro;N/A;6
68;Santander;68655;Sabana de Torres;N/A;6
68;Santander;68669;San Andrés;N/A;6
68;Santander;68673;San Benito;N/A;6
68;Santander;68679;San Gil;N/A;5
68;Santander;68682;San Joaquín;N/A;6
68;Santander;68684;San José de Miranda;N/A;6
68;Santander;68686;San Miguel;N/A;6
68;Santander;68689;San Vicente de Chucurí;N/A;6
68;Santander;68705;Santa Bárbara;N/A;6
68;Santander;68720;Santa Helena del Opón;N/A;6
68;Santander;68745;Simacota;N/A;6
68;Santander;68755;Socorro;N/A;6
68;Santander;68770;Suaita;N/A;6
68;Santander;68773;Sucre;N/A;6
68;Santander;68780;Suratá;N/A;6
68;Santander;68820;Tona;N/A;6
68;Santander;68855;Valle de San José;N/A;6
68;Santander;68861;Vélez;N/A;6
68;Santander;68867;Vetas;N/A;6
68;Santander;68872;Villanueva;N/A;6
68;Santander;68895;Zapatoca;N/A;6
70;Sucre;70001;Sincelejo;N/A;2
70;Sucre;70110;Buenavista;N/A;6
70;Sucre;70124;Caimito;N/A;6
70;Sucre;70204;Coloso;PDET;6
70;Sucre;70215;Corozal;N/A;6
70;Sucre;70221;Coveñas;N/A;4
70;Sucre;70230;Chalán;PDET;6
70;Sucre;70233;El Roble;N/A;6
70;Sucre;70235;Galeras;N/A;6
70;Sucre;70265;Guaranda;N/A;6
70;Sucre;70400;La Unión;N/A;6
70;Sucre;70418;Los Palmitos;PDET;6
70;Sucre;70429;Majagual;N/A;6
70;Sucre;70473;Morroa;PDET;6
70;Sucre;70508;Ovejas;PDET;6
70;Sucre;70523;Palmito;PDET;6
70;Sucre;70670;Sampués;N/A;6
70;Sucre;70678;San Benito Abad;N/A;6
70;Sucre;70702;San Juan de Betulia;N/A;6
70;Sucre;70708;San Marcos;N/A;6
70;Sucre;70713;San Onofre;PDET;6
70;Sucre;70717;San Pedro;N/A;6
70;Sucre;70742;San Luis de Sincé;N/A;6
70;Sucre;70771;Sucre;N/A;6
70;Sucre;70820;Santiago de Tolú;N/A;6
70;Sucre;70823;Tolú Viejo;PDET;6
73;Tolima;73001;Ibagué;N/A;1
73;Tolima;73024;Alpujarra;N/A;6
73;Tolima;73026;Alvarado;N/A;6
73;Tolima;73030;Ambalema;N/A;6
73;Tolima;73043;Anzoátegui;N/A;6
73;Tolima;73055;Armero;N/A;6
73;Tolima;73067;Ataco;PDET;6
73;Tolima;73124;Cajamarca;N/A;6
73;Tolima;73148;Carmen de Apicalá;N/A;6
73;Tolima;73152;Casabianca;N/A;6
73;Tolima;73168;Chaparral;PDET;6
73;Tolima;73200;Coello;N/A;6
73;Tolima;73217;Coyaima;N/A;6
73;Tolima;73226;Cunday;N/A;6
73;Tolima;73236;Dolores;N/A;6
73;Tolima;73268;Espinal;N/A;3
73;Tolima;73270;Falan;N/A;6
73;Tolima;73275;Flandes;N/A;6
73;Tolima;73283;Fresno;N/A;6
73;Tolima;73319;Guamo;N/A;6
73;Tolima;73347;Herveo;N/A;6
73;Tolima;73349;Honda;N/A;6
73;Tolima;73352;Icononzo;N/A;6
73;Tolima;73408;Lérida;N/A;6
73;Tolima;73411;Líbano;N/A;6
73;Tolima;73443;Mariquita;N/A;6
73;Tolima;73449;Melgar;N/A;5
73;Tolima;73461;Murillo;N/A;6
73;Tolima;73483;Natagaima;N/A;6
73;Tolima;73504;Ortega;N/A;6
73;Tolima;73520;Palocabildo;N/A;6
73;Tolima;73547;Piedras;N/A;6
73;Tolima;73555;Planadas;PDET;6
73;Tolima;73563;Prado;N/A;6
73;Tolima;73585;Purificación;N/A;6
73;Tolima;73616;Rioblanco;PDET;6
73;Tolima;73622;Roncesvalles;N/A;6
73;Tolima;73624;Rovira;N/A;6
73;Tolima;73671;Saldaña;N/A;6
73;Tolima;73675;San Antonio;N/A;6
73;Tolima;73678;San Luis;N/A;6
73;Tolima;73686;Santa Isabel;N/A;6
73;Tolima;73770;Suárez;N/A;6
73;Tolima;73854;Valle de San Juan;N/A;6
73;Tolima;73861;Venadillo;N/A;6
73;Tolima;73870;Villahermosa;N/A;6
73;Tolima;73873;Villarrica;N/A;6
76;Valle del Cauca;76001;Cali;N/A;ESP
76;Valle del Cauca;76020;Alcalá;N/A;6
76;Valle del Cauca;76036;Andalucía;N/A;6
76;Valle del Cauca;76041;Ansermanuevo;N/A;6
76;Valle del Cauca;76054;Argelia;N/A;6
76;Valle del Cauca;76100;Bolívar;N/A;6
76;Valle del Cauca;76109;Buenaventura;PDET;1
76;Valle del Cauca;76111;Guadalajara de Buga;N/A;2
76;Valle del Cauca;76113;Bugalagrande;N/A;5
76;Valle del Cauca;76122;Caicedonia;N/A;6
76;Valle del Cauca;76126;Calima;N/A;6
76;Valle del Cauca;76130;Candelaria;N/A;3
76;Valle del Cauca;76147;Cartago;N/A;3
76;Valle del Cauca;76233;Dagua;N/A;6
76;Valle del Cauca;76243;El Águila;N/A;6
76;Valle del Cauca;76246;El Cairo;N/A;6
76;Valle del Cauca;76248;El Cerrito;N/A;5
76;Valle del Cauca;76250;El Dovio;N/A;6
76;Valle del Cauca;76275;Florida;PDET;6
76;Valle del Cauca;76306;Ginebra;N/A;6
76;Valle del Cauca;76318;Guacarí;N/A;6
76;Valle del Cauca;76364;Jamundí;N/A;2
76;Valle del Cauca;76377;La Cumbre;N/A;6
76;Valle del Cauca;76400;La Unión;N/A;6
76;Valle del Cauca;76403;La Victoria;N/A;6
76;Valle del Cauca;76497;Obando;N/A;6
76;Valle del Cauca;76520;Palmira;N/A;1
76;Valle del Cauca;76563;Pradera;PDET;6
76;Valle del Cauca;76606;Restrepo;N/A;6
76;Valle del Cauca;76616;Riofrío;N/A;6
76;Valle del Cauca;76622;Roldanillo;N/A;6
76;Valle del Cauca;76670;San Pedro;N/A;6
76;Valle del Cauca;76736;Sevilla;N/A;6
76;Valle del Cauca;76823;Toro;N/A;6
76;Valle del Cauca;76828;Trujillo;N/A;6
76;Valle del Cauca;76834;Tuluá;N/A;2
76;Valle del Cauca;76845;Ulloa;N/A;6
76;Valle del Cauca;76863;Versalles;N/A;6
76;Valle del Cauca;76869;Vijes;N/A;6
76;Valle del Cauca;76890;Yotoco;N/A;6
76;Valle del Cauca;76892;Yumbo;N/A;1
76;Valle del Cauca;76895;Zarzal;N/A;5
81;Arauca;81001;Arauca;N/A;4
81;Arauca;81065;Arauquita;PDET;6
81;Arauca;81220;Cravo Norte;N/A;6
81;Arauca;81300;Fortul;PDET;6
81;Arauca;81591;Puerto Rondón;N/A;6
81;Arauca;81736;Saravena;PDET;6
81;Arauca;81794;Tame;PDET;6
85;Casanare;85001;Yopal;N/A;2
85;Casanare;85010;Aguazul;N/A;5
85;Casanare;85015;Chámeza;N/A;6
85;Casanare;85125;Hato Corozal;N/A;6
85;Casanare;85136;La Salina;N/A;6
85;Casanare;85139;Maní;N/A;6
85;Casanare;85162;Monterrey;N/A;6
85;Casanare;85225;Nunchía;N/A;6
85;Casanare;85230;Orocué;N/A;6
85;Casanare;85250;Paz de Ariporo;N/A;6
85;Casanare;85263;Pore;N/A;6
85;Casanare;85279;Recetor;N/A;6
85;Casanare;85300;Sabanalarga;N/A;6
85;Casanare;85315;Sácama;N/A;6
85;Casanare;85325;San Luis de Palenque;N/A;6
85;Casanare;85400;Támara;N/A;6
85;Casanare;85410;Tauramena;N/A;4
85;Casanare;85430;Trinidad;N/A;6
85;Casanare;85440;Villanueva;N/A;5
86;Putumayo;86001;Mocoa;PDET;6
86;Putumayo;86219;Colón;N/A;6
86;Putumayo;86320;Orito;PDET;6
86;Putumayo;86568;Puerto Asís;PDET;6
86;Putumayo;86569;Puerto Caicedo;PDET;6
86;Putumayo;86571;Puerto Guzmán;PDET;6
86;Putumayo;86573;Puerto Leguízamo;PDET;6
86;Putumayo;86749;Sibundoy;N/A;6
86;Putumayo;86755;San Francisco;N/A;6
86;Putumayo;86757;San Miguel;PDET;6
86;Putumayo;86760;Santiago;N/A;6
86;Putumayo;86865;Valle del Guamuez;PDET;6
86;Putumayo;86885;Villagarzón;PDET;6
88;Archipiélago de San Andrés;88001;San Andrés;N/A;#N/D
88;Archipiélago de San Andrés;88564;Providencia;N/A;5
91;Amazonas;91001;Leticia;N/A;5
91;Amazonas;91263;El Encanto (CD);N/A;null
91;Amazonas;91405;La Chorrera (CD);N/A;null
91;Amazonas;91407;La Pedrera (CD);N/A;null
91;Amazonas;91430;La Victoria (CD);N/A;null
91;Amazonas;91460;Miriti - Paraná (CD);N/A;null
91;Amazonas;91530;Puerto Alegría (CD);N/A;null
91;Amazonas;91536;Puerto Arica (CD);N/A;null
91;Amazonas;91540;Puerto Nariño;N/A;6
91;Amazonas;91669;Puerto Santander (CD);N/A;null
91;Amazonas;91798;Tarapacá (CD);N/A;null
94;Guainía;94001;Inírida;N/A;6
94;Guainía;94343;Barrancominas;N/A;null
94;Guainía;94883;San Felipe (CD);N/A;null
94;Guainía;94884;Puerto Colombia (CD);N/A;null
94;Guainía;94885;La Guadalupe (CD);N/A;null
94;Guainía;94886;Cacahual (CD);N/A;null
94;Guainía;94887;Pana Pana (CD);N/A;null
94;Guainía;94888;Morichal (CD);N/A;null
95;Guaviare;95001;San José del Guaviare;PDET;6
95;Guaviare;95015;Calamar;PDET;6
95;Guaviare;95025;El Retorno;PDET;6
95;Guaviare;95200;Miraflores;PDET;6
97;Vaupés;97001;Mitú;N/A;6
97;Vaupés;97161;Carurú;N/A;6
97;Vaupés;97511;Pacoa (CD);N/A;null
97;Vaupés;97666;Taraira;N/A;6
97;Vaupés;97777;Papunahua (CD);N/A;null
97;Vaupés;97889;Yavaraté (CD);N/A;null
99;Vichada;99001;Puerto Carreño;N/A;6
99;Vichada;99524;La Primavera;N/A;6
99;Vichada;99624;Santa Rosalía;N/A;6
99;Vichada;99773;Cumaribo;N/A;4
